DIRECTORIO;TIP_FOR;P1;P1S1;P2;P2S1;P5;CTL_1;P8R;P9;P10R;P11R;P12;P13;P15R;P16S1;P16S2;P16S3;P16S4;P16S5;P16S6;P16S7;P16S8;P16S9;P17;P17S1;P17S2;P17S3;P17S4;P17S5;P17S6;P17S7;P17S8;P17S9;P17S10;P18;P19;P20;P20S1;P20S2;P20S3;P20S4;P20S5;P20S1A1;P20S2A1;P20S3A1;P20S4A1;P20S5A1;P21R;P22;P23;P23S1R;P23S2R;P24;P25;P26;P26S1;P26S2;P26S3;P26S4;P26S5;P26S6;P26_1;P26_2S1;P26_2S2;P26_2S3;P26_2S4;P26_2S5;P26_2S6;P26_2S7;P26_2S8;P27;P28R;P29;P30;P30S1;P30S2;P30S3;P30S4;P30S5;P30S6;P30S7;P30S8;P30S9;P30S1A1;P30S2A1;P30S3A1;P30S4A1;P30S5A1;P30S6A1;P30S7A1;P30S8A1;P30S9A1;P30_1;P30_2;P31;P32;P32S1;P32S2;P32S3;P32S4;P32S5;P32S6;P32S7;P32S8;P33;P33S1;P33S2;P33S3;P33S4;P33S5;P33S6;P33_1;P33_2;P33_2S1;P33_2S2;P33_2S3;P33_2S4;P33_2S5;P34;P35;P36R;P37S1;P37S2;P37S3;P37S4;P37S5;P37S6;P37S7;COMPLETA
55744;2;27;27001;1;04;1;1;54;2;3;1;1;2;5;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;8; ;40;0;1;6; ;1;1;1;2;2;2;2;1;1;1;1; ; ; ; ;1;5;9; ;2;2;2;2;2;1;2;2;2; ; ; ; ; ;35; ; ; ;6;2;1;1; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1
55745;2;27;27001;1;01;3;1;38;2;3;1;1;2;5;3;3;2;3;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;10; ;10;0;4;7; ;2;2;1;2;2;2;3; ;1; ; ; ; ; ; ;1;3;9; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
55746;2;05;05756;1; ;1;1;26;2;3;1;1;1;6;4;4;4;4;4;4;4;4;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;9; ;5;0;1;7; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;4; ;2;2;2;1;2;2;2;2;2; ; ; ;15; ; ; ; ; ;4; ;2; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2; ;1;2;2;2;2;3; ; ; ; ; ; ; ; ; ;1
55747;2;05;05400;1; ;1;1;25;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;0;3;2;1; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;9; ;1;1;1;1;1;1;2;1;1;15;15;15;15;16;16; ;16;18;3;2;2; ; ; ; ; ; ; ; ; ; ;2;2;1;2;1;1;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
55748;2;05;05282;1; ;2;1;63;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;1; ; ; ; ;2;1; ;40;0;1;8; ;2;2;2;2;2;1;6; ;1; ; ; ; ; ; ;1;3;1; ;2;1;1;2;2;2;2;2;2; ;15;40; ; ; ; ; ; ;3; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
55749;2;05;05282;1; ;2;1;59;2;3;2;1;1;6;4;4;2;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;1; ;40;0;1;3; ;2;1;2;2;2;2;2; ;1; ; ; ; ; ; ;1;4;5; ;1;1;1;2;2;2;2;2;2;18;18;17; ; ; ; ; ; ;3; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
55750;2;17;17174;1; ;1;1;39;1;3;1;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;13;0;1;3; ;1;2;2;2;2;2;1; ;1; ;1; ; ; ; ;1;3;5; ;2;1;1;2;2;1;2;2;2; ;16;18; ; ;26; ; ; ;6;2;2; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;2;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
55751;2;05;05282;1; ;2;1;54;1;3;1;1;1;6;4;4;4;4;4;4;4;4;4;1; ; ; ; ; ;1; ;1; ; ;3;1; ;1;2;2;2;2;1; ; ; ; ;2;7; ;30;0;1;9; ;2;2;2;2;2;1;6; ;1; ; ; ; ; ; ;1;3;1; ;1;1;2;2;2;2;2;2;2;15;15; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
55878;2;63;63470;1; ;1;1;73;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;5; ;2;0;4;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;4; ;1;2;2;2;2;1;2;2;2;20; ; ; ; ;15; ; ; ;1;1;1;1; ; ; ; ; ; ; ; ; ;2;2;2;2;1;2;1; ;2;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
55879;2;63;63470;1; ;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;38;1; ; ; ; ; ; ;1
55880;2;20;20011;1; ;1;1;50;2;3;1;1;1;6;4;4;2;4;4;3;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;1; ;20;0;1;3; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;4; ;2;1;2;2;2;2;2;2;2; ;20; ; ; ; ; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;1;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
55881;2;20;20011;1; ;1;1;27;2;3;1;1;1;6;4;4;4;4;4;4;4;4;4;1; ; ;1; ; ; ; ; ; ; ;10; ; ;2;2;2;2;2; ; ; ; ; ;2;1; ;6;0;1;8; ;2;1;2;2;2;2;2; ;1; ; ; ; ; ; ;2;8;4; ;2;2;2;2;2;1;2;1;2; ; ; ; ; ;15; ;15; ;6;4;2; ; ; ; ; ; ; ; ; ; ;2;2;2;1;2;2;2; ;2;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
55882;2;20;20011;1; ;1;1;39;1;3;1;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;5; ;20;0;2;7; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;2;8;4; ;1;1;1;1;1;1;2;1;1;27;27;27;27;27;27; ;27;27;4;3;2; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
55883;2;20;20011;1; ;1;1;27;1;3;2;1;1;6;4;4;4;4;4;3;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;2;10;4;1; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;2;8;9; ;1;2;1;2;2;1;2;2;2;18; ;18; ; ;18; ; ; ;3;4;2; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
56016;2;20;20011;1; ;1;1;24;1;5;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;1; ;0;6;2;1; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;2;8;1; ;1;1;1;2;2;2;2;2;2;17;17;17; ; ; ; ; ; ;3; ;2; ; ; ; ; ; ; ; ; ; ;2;2;1;1;2;2;1; ;1;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
56017;2;20;20011;1; ;1;1;30;1;3;1;1;1;6;1;1;1;1;1;1;1;1;1;1; ; ; ; ; ; ; ; ; ;1;1;1; ;2;2;2;2;2; ; ; ; ; ;1;7; ;4;0;2;3; ;2;1;2;2;2;2;2; ;1; ; ; ; ; ; ;1;2;5; ;2;2;1;2;2;1;2;2;2; ; ;18; ; ;18; ; ; ;3;1;2; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1; ;1;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
56018;2;20;20011;1; ;1;1;25;1;3;2;1;1;5;4;4;4;4;4;4;4;4;4;1; ;1; ; ; ; ; ; ; ; ;3;1; ;2;1;2;2;2; ;2; ; ; ;2;7; ;8;0;6;5; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;4; ;1;2;1;2;2;1;2;2;2;15; ;15; ; ;18; ; ; ;3;3;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
56019;2;20;20011;1; ;1;1;62;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;10; ;1;0;5;3; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;4; ;1;2;2;2;2;2;2;2;2;60; ; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;1;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
56020;2;20;20443;1; ;1;1;58;1;3;1;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;42;0;1;3; ;1;1;2;2;2;2;1; ;1; ; ; ; ; ; ;1;3;7; ;2;2;2;2;2;1;2;2;2; ; ; ; ; ;16; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;1;2;1; ;2;2;2;2;1;5; ; ; ; ; ; ; ; ; ;1
56021;2;20;20443;1; ;1;1;40;1;3;1;1;1;6;1;1;1;1;1;1;1;1;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;1; ; ; ; ;1;1;7; ;2;0;4;3; ;2;1;2;2;1;2;2; ; ; ;1; ; ; ; ;1;3;4; ;2;1;2;2;1;1;2;2;2; ;20; ; ;20;20; ; ; ;5;1;2; ; ; ; ; ; ; ; ; ; ;1;2;2;2;2;2;2; ;2;2;2;2;2;5; ; ; ; ; ; ; ; ; ;1
56022;2;20;20011;1; ;1;1;56;2;4;2;1;1;6;2;1;4;4;4;1;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;10;0;4;6; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;2;8;4; ;1;2;2;2;2;2;2;2;2;15; ; ; ; ; ; ; ; ;1; ;2; ; ; ; ; ; ; ; ; ; ;1;1;2;1;2;2;1; ;1;2;1;1;1;1; ; ; ; ; ; ; ; ; ;1
56023;2;20;20011;1; ;1;1;49;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;2; ;7;0;2;3; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;2;8;5; ;2;2;1;2;2;2;2;2;2; ; ;30; ; ; ; ; ; ;3; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
56024;2;20;20011;1; ;1;1;75;1;3;2;1;1;6;2;4;3;2;2;3;4;4;2;1; ; ; ; ; ; ; ; ;1; ;1;1; ;1;1;2;2;2;1;1; ; ; ;1;5; ;7;8;4;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;5;4; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
56025;2;20;20011;1; ;1;1;75;1;3;2;1;1;6;3;4;4;4;4;3;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;5; ;14;0;4;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;4; ;2;2;2;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;5; ; ; ; ; ; ; ; ; ;1
56026;2;20;20011;1; ;1;1;19;2;5;2;1;1;5;4;4;1;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;4; ;9;0;1;2; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;9; ;1;2;1;2;2;1;2;2;2;15; ;15; ; ;15; ; ; ;6;4;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
56027;2;20;20011;1; ;1;1;40;1;5;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;8;0;1;8; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;5;4; ;2;2;1;1;2;2;2;2;2; ; ;30;30; ; ; ; ; ;3; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;1;2;2;1; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
56028;2;20;20011;1; ;1;1;29;2;5;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;21;0;1;3; ;1;2;2;2;2;2;1;1; ; ; ; ; ; ; ;1;2;4; ;1;2;1;2;2;1;2;2;2;15; ;15; ; ;15; ; ; ;6;1;2; ; ; ; ; ; ; ; ; ; ;2;2;2;1;1;2;1; ;1;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
56029;2;20;20011;1; ;1;1;32;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;1; ;4;0;1;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;4; ;1;2;1;2;2;1;2;2;2;28; ;28; ; ;28; ; ; ;6;2;2; ; ; ; ; ; ; ; ; ; ;2;2;2;1;1;2;1; ;1;1;2;2;2;1; ; ; ; ; ; ; ; ; ;1
56031;2;66;66170;1;07;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;45; ; ; ; ; ; ;1;1
56032;2;66;66170;1;07;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;30; ; ; ; ; ; ;1;1
56033;2;66;66170;1;07;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;24;1; ; ; ; ; ; ;1
56034;2;66;66170;1;07;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;33; ; ; ; ; ; ;1;1
56035;2;66;66170;1;06;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;31;1; ; ; ; ; ; ;1
56036;2;66;66170;1;07;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;30; ; ; ; ; ; ;1;1
56037;2;66;66170;1;07;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;42; ; ; ; ; ; ;1;1
56038;2;66;66170;1;07;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;18; ;1; ; ; ; ; ;1
56039;2;66;66170;1;07;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;35;1; ; ; ; ; ;1;1
56040;2;66;66170;1;07;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;41;1; ; ; ; ; ; ;1
56041;2;66;66170;1;07;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;75; ; ; ; ; ; ;1;1
56042;2;66;66170;1;07;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;31;1; ; ; ; ; ; ;1
56043;2;76;76111;1;04;1;1;23;1;3;1;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;4;0;1;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;2;8;4; ;2;1;1;2;2;1;2;2;2; ;15;15; ; ;18; ; ; ;3;2;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
56044;2;76;76111;1;04;1;1;33;1;3;1;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;1; ;12;0;1;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;2;4; ;2;1;2;2;2;1;2;2;2; ;17; ; ; ;21; ; ; ;2;2;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
56045;2;76;76111;1;04;1;1;40;1;3;2;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;2;1; ;10;0;1;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;2;8;4; ;2;1;2;1;2;2;2;2;2; ;18; ;22; ; ; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
56046;2;66;66170;1;01;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;30; ; ; ; ;1; ; ;1
56047;2;76;76111;1;04;1;1;36;1;3;1;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;1;0;1;8; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;3;5; ;1;2;1;2;2;1;2;2;2;15; ;15; ; ;15; ; ; ;6;3;1;2;1; ; ; ; ; ; ; ; ;2;2;2;2;2;2;1; ;2;2;2;1;1;1; ; ; ; ; ; ; ; ; ;1
56048;2;66;66170;1;01;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;25; ; ; ;1; ; ; ;1
56049;2;66;66170;1;01;1;1;15;1;5;1;1;1;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;10;0;1;8; ;1;2;2;2;2;2;1;1;1; ; ; ; ; ; ;1;2;9; ;1;2;2;2;2;2;1;2;2;15; ; ; ; ; ;15; ; ;7; ;2; ; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;1; ;2;2;2;2;2; ; ; ; ; ; ; ; ; ; ;1
56052;2;66;66170;1;01;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;26; ; ; ; ; ;1; ;1
56053;2;66;66170;1;01;1;1;28;1;3;1;1;2;6;4;4;4;4;4;4;4;4;4;2; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;2;2; ; ; ; ; ;1;1; ;10;0;1;9; ;2;2;2;2;2;2; ; ; ; ; ; ; ; ; ;1;4;5; ;1;2;2;2;2;1;1;2;2;17; ; ; ; ;18;18; ; ;7;2;1;1; ; ; ; ; ; ; ; ; ;2;2;1;2;2;2;2; ;2;2;2;2;2;1; ; ; ; ; ; ; ; ; ;1
56054;2;66;66170;1;01;1;1;26;1;3;2;2;2;6;4;4;4;4;4;4;4;4;4;1; ; ; ; ; ; ; ; ;1; ;11; ; ;2;2;2;2;2; ; ; ; ; ;1;7; ;13;0;5;5; ;1;2;2;2;2;2;1; ;1;1; ; ; ; ; ;1;2;9; ;1;2;2;2;2;1;1;2;2;15; ; ; ; ;15;15; ; ;1;3;2; ; ; ; ; ; ; ; ; ; ;2;2;1;1;1;2;2; ;1;2;2;2;1;1; ; ; ; ; ; ; ; ; ;1
